"id","text","label","source_site","source_url","source_context","notes"
"151","I think you didn't quite manage the big shapes in the rock column. It's rather flat and doesn't really have the bulging on the lower large area.","critique_feedback","WetCanvas","https://www.wetcanvas.com/forums/topic/critique-request-landscape-watercolor/","Critique request: landscape watercolor","public forum post"
"152","Perhaps a bit more attention could have been used to the background water. If you want a master watercolorist to look at who painted water well, look at William Trost Richards watercolor sketches.","critique_feedback","WetCanvas","https://www.wetcanvas.com/forums/topic/critique-request-landscape-watercolor/","Critique request: landscape watercolor","public forum post"
"153","I think you could have been bolder with the colors. This is an area noted for the powerful colors in the rocks.","critique_feedback","WetCanvas","https://www.wetcanvas.com/forums/topic/critique-request-landscape-watercolor/","Critique request: landscape watercolor","public forum post"
"154","The bright area of rock is not centered in the picture though it is sitting right up against the center line of the painting.","critique_feedback","WetCanvas","https://www.wetcanvas.com/forums/topic/critique-request-landscape-watercolor/","Critique request: landscape watercolor","public forum post"
"155","I like some of the values you've placed here. There are definitely deep and dark shadows in those trees in real life too. General design is working.","critique_feedback","WetCanvas","https://www.wetcanvas.com/forums/topic/critique-request-landscape-watercolor/","Critique request: landscape watercolor","public forum post"
"156","I like that you didn't paint every crack and crevice in these rocks. It would have been really tempting to do.","critique_feedback","WetCanvas","https://www.wetcanvas.com/forums/topic/critique-request-landscape-watercolor/","Critique request: landscape watercolor","public forum post"
"157","Sanlynn, painting fast works for you. It's lovely.","showcase_reaction","WetCanvas","https://www.wetcanvas.com/forums/topic/watercolor-challenge-july-2025/","Watercolor Challenge July 2025","public forum post"
"158","Kay, very nice light and shadow.","showcase_reaction","WetCanvas","https://www.wetcanvas.com/forums/topic/watercolor-challenge-july-2025/","Watercolor Challenge July 2025","public forum post"
"159","Cindy, lovely blossoms. The cucumber does look good and I like your yard.","showcase_reaction","WetCanvas","https://www.wetcanvas.com/forums/topic/watercolor-challenge-july-2025/","Watercolor Challenge July 2025","public forum post"
"160","Michelle that is so delicately done. Beautiful work and thanks for participating this month.","showcase_reaction","WetCanvas","https://www.wetcanvas.com/forums/topic/watercolor-challenge-july-2025/","Watercolor Challenge July 2025","public forum post"
"161","Sandra, fresh and delicately rendered!","showcase_reaction","WetCanvas","https://www.wetcanvas.com/forums/topic/watercolor-challenge-july-2025/","Watercolor Challenge July 2025","public forum post"
"162","That's a lovely soft painting of the apple blossoms. So fast too!","showcase_reaction","WetCanvas","https://www.wetcanvas.com/forums/topic/watercolor-challenge-july-2025/","Watercolor Challenge July 2025","public forum post"
"163","Doubtful I could do better, Doug, as that is a difficult subject. The fact that you did the drawing and washes in 45 minutes is astonishing.","showcase_reaction","WetCanvas","https://www.wetcanvas.com/forums/topic/watercolor-challenge-june-2024-coffee-time/","Watercolor Challenge June 2024","public forum post"
"164","I would have varied the size of them but going with what you have there, I'd like to see more variety of color and tones.","critique_feedback","WetCanvas","http://www.wetcanvas.com/forums/archive/index.php/t-928009.html","Please critique this - Poppies","public archive post"
"165","The two right poppies are almost the same, and the two buds at the top have very similar angles, would be better if there was more variation there. But you got the delicate petals nicely!","critique_feedback","WetCanvas","http://www.wetcanvas.com/forums/archive/index.php/t-928009.html","Please critique this - Poppies","public archive post"
"166","I like your colour and the washes, nice patterns. Agree on the darks. Would be better if there was more variation in the buds.","critique_feedback","WetCanvas","http://www.wetcanvas.com/forums/archive/index.php/t-928009.html","Please critique this - Poppies","public archive post"
"167","A few more darks below would help, I guess. But that is just an opinion.","critique_feedback","WetCanvas","http://www.wetcanvas.com/forums/archive/index.php/t-928009.html","Please critique this - Poppies","public archive post"
"168","Keep the word Change, Change, Change in your head. You have done well with this painting.","critique_feedback","WetCanvas","http://www.wetcanvas.com/forums/archive/index.php/t-928009.html","Please critique this - Poppies","public archive post"
"169","If this is a portrait, it is of a beautiful person. Excepting for the absolute regularity of the eyes (which seems unnatural), this is a gorgeous painting.","critique_feedback","WetCanvas","http://www.wetcanvas.com/forums/archive/index.php/t-8620.html","My first attempt at watercolor portrait","public archive post"
"170","Your washes have a slightly patchy look. Make sure you mix plenty of colour and use the largest brush you can get away with.","critique_feedback","WetCanvas","http://www.wetcanvas.com/forums/archive/index.php/t-8620.html","My first attempt at watercolor portrait","public archive post"
"171","If you soften some of the edges where there is less tonal contrast, you will get a much more natural look in the eyes.","critique_feedback","WetCanvas","http://www.wetcanvas.com/forums/archive/index.php/t-8620.html","My first attempt at watercolor portrait","public archive post"
"172","Have another look at the eyes and really try to see how many different colours are in them and where there is strong contrast of light and shade.","critique_feedback","WetCanvas","http://www.wetcanvas.com/forums/archive/index.php/t-8620.html","My first attempt at watercolor portrait","public archive post"
"173","There is no easy answer. I have been to 3-day workshops for £40 that have been BRILLIANT and weekends for 5 times that amount that have been just OK. It all depends on the teacher.","meta_opinion","WetCanvas","https://www.wetcanvas.com/forums/topic/are-watercolor-workshops-really-worth-the-money/","Are Watercolor Workshops really worth the money?","public forum post"
"174","You need to know what you want to get out of it and whether that workshop is likely to supply it at a reasonable cost.","meta_opinion","WetCanvas","https://www.wetcanvas.com/forums/topic/are-watercolor-workshops-really-worth-the-money/","Are Watercolor Workshops really worth the money?","public forum post"
"175","Some teachers can only produce clones; others encourage everyone to do their own thing; some are proactive, some reactive and some downright lazy.","meta_opinion","WetCanvas","https://www.wetcanvas.com/forums/topic/are-watercolor-workshops-really-worth-the-money/","Are Watercolor Workshops really worth the money?","public forum post"
"176","Getting the feedback at workshops is priceless. Your line up of instructors is pretty impressive.","meta_opinion","WetCanvas","https://www.wetcanvas.com/forums/topic/are-watercolor-workshops-really-worth-the-money/","Are Watercolor Workshops really worth the money?","public forum post"
"177","Just having some structured painting time and seeing everyone else's techniques made the workshop well worth the money.","meta_opinion","WetCanvas","https://www.wetcanvas.com/forums/topic/are-watercolor-workshops-really-worth-the-money/","Are Watercolor Workshops really worth the money?","public forum post"
"178","It is GREAT to go to a good workshop, and you will retain what you learn if you take notes.","meta_opinion","WetCanvas","https://www.wetcanvas.com/forums/topic/are-watercolor-workshops-really-worth-the-money/","Are Watercolor Workshops really worth the money?","public forum post"
"179","Separating professional watercolour artists from those who paint for enjoyment will serve no real purpose, except to create an us-and-them mentality.","meta_opinion","WetCanvas","http://www.wetcanvas.com/forums/archive/index.php/t-339742.html","Why watercolor doesn't get more respect","public archive post"
"180","In my opinion, there are many artists here who would describe themselves as amateur, but their work is as good or better than some of the professionals.","meta_opinion","WetCanvas","http://www.wetcanvas.com/forums/archive/index.php/t-339742.html","Why watercolor doesn't get more respect","public archive post"
"181","I don't participate in posting watercolor paintings in the Gallery anymore. The reason is because I don't get enough professional advice and critique.","meta_opinion","WetCanvas","http://www.wetcanvas.com/forums/archive/index.php/t-339742.html","Why watercolor doesn't get more respect","public archive post"
"182","I've been using Qor colors a lot since the summer and although I am pleased overall with how they handle I am still undecided whether they're worth the cost.","meta_opinion","WetCanvas","https://www.wetcanvas.com/forums/topic/qor-watercolor-vs-mgraham-in-plein-air-and-studio/","QOR watercolor vs MGraham","public forum post"
"183","I don't care for their burnt sienna, which is a key color for me. Too dull and opaque.","meta_opinion","WetCanvas","https://www.wetcanvas.com/forums/topic/qor-watercolor-vs-mgraham-in-plein-air-and-studio/","QOR watercolor vs MGraham","public forum post"
"184","My complaints with M. Graham? They're almost too intense so you need to factor that into your technique.","meta_opinion","WetCanvas","https://www.wetcanvas.com/forums/topic/qor-watercolor-vs-mgraham-in-plein-air-and-studio/","QOR watercolor vs MGraham","public forum post"
"185","The more important consideration in buying paints is understanding how one paints, the subjects one prefers, and translating that into which colors make most sense to purchase.","meta_opinion","WetCanvas","https://www.wetcanvas.com/forums/topic/qor-watercolor-vs-mgraham-in-plein-air-and-studio/","QOR watercolor vs MGraham","public forum post"
"186","A real tour de force, Virgil. Using colour like that certainly gets your work noticed.","critique_feedback","WetCanvas","https://www.wetcanvas.com/forums/topic/contrast-thinking-about-and-using-it-effectively/","Contrast: Thinking About and Using It Effectively","public forum post"
"187","Excellent lesson on color and contrast. Clearly expressed and condensed a book's worth of information. I credit you with opening my eyes to color.","critique_feedback","WetCanvas","https://www.wetcanvas.com/forums/topic/contrast-thinking-about-and-using-it-effectively/","Contrast: Thinking About and Using It Effectively","public forum post"
"188","It takes a little practice to implement a more colorful style. Your tutorials give direction each time I come back to them.","critique_feedback","WetCanvas","https://www.wetcanvas.com/forums/topic/contrast-thinking-about-and-using-it-effectively/","Contrast: Thinking About and Using It Effectively","public forum post"
"189","It's only after one has gained some understanding and skill with the technical side of watercolor that one begins to apply it in creative ways.","meta_opinion","WetCanvas","https://www.wetcanvas.com/forums/topic/analyzing-and-evaluating-paintings/","Analyzing and Evaluating Paintings","public forum post"
"190","To make art, as opposed to making paintings, we must be able to make unique and creative work, and not simply accurate renderings or derivative works of something existing.","meta_opinion","WetCanvas","https://www.wetcanvas.com/forums/topic/analyzing-and-evaluating-paintings/","Analyzing and Evaluating Paintings","public forum post"
"191","Art might be about intent, but if you don't work on the means to express it you'll be left with intent and not much else.","meta_opinion","WetCanvas","https://www.wetcanvas.com/forums/topic/analyzing-and-evaluating-paintings/","Analyzing and Evaluating Paintings","public forum post"
"192","If you can't render any object, you can't tell a story in paint. Intent without craft is not enough.","meta_opinion","WetCanvas","https://www.wetcanvas.com/forums/topic/analyzing-and-evaluating-paintings/","Analyzing and Evaluating Paintings","public forum post"
"193","The sketchbook I used was a thin one meant for sketching, so when I applied watercolor, the paper became wavy and soft. I plan to buy a proper watercolor sketchbook like the Canson XL.","technical_help","WetCanvas","https://www.wetcanvas.com/forums/topic/2025-06-24-tuesday-watercolor-practice/","2025 Watercolor Practice thread","public forum post"
"194","If I may ask, why are you thinking of acrylic gouache instead of classic gouache? Acrylic gouache is more or less thinned acrylic paint, while classic gouache is truly a separate medium.","technical_help","WetCanvas","https://www.wetcanvas.com/forums/topic/2025-06-24-tuesday-watercolor-practice/","2025 Watercolor Practice thread","public forum post"
"195","I found the 200lb Saunders Waterford paper that was mentioned as high-quality. However, the price is higher than I expected as a beginner.","technical_help","WetCanvas","https://www.wetcanvas.com/forums/topic/2025-06-24-tuesday-watercolor-practice/","2025 Watercolor Practice thread","public forum post"
"196","Classic gouache works on good watercolor paper, so you might want to consider just buying the WC paper rather than getting an acrylic sketchbook.","technical_help","WetCanvas","https://www.wetcanvas.com/forums/topic/2025-06-24-tuesday-watercolor-practice/","2025 Watercolor Practice thread","public forum post"
"197","It's too hot here to do much of anything so I played in the water. This was done very quickly as you can probably tell. I may try another later in the month.","showcase_reaction","WetCanvas","https://www.wetcanvas.com/forums/topic/watercolor-challenge-july-2025/","Watercolor Challenge July 2025","public forum post"
"198","Here is my apple blossoms. I'm not sure but I think the excessive heat is making my paints behave differently. I will have to try again.","showcase_reaction","WetCanvas","https://www.wetcanvas.com/forums/topic/watercolor-challenge-july-2025/","Watercolor Challenge July 2025","public forum post"
"199","I like how the cucumber looks. Here is my attempt at the cucumber plant. It's 9x12 on 140 lb wc paper.","showcase_reaction","WetCanvas","https://www.wetcanvas.com/forums/topic/watercolor-challenge-july-2025/","Watercolor Challenge July 2025","public forum post"
"200","I got one done in a little sketchbook, about 4.5 x 3.5 inches. Just a touch of white acrylic for a few highlights.","showcase_reaction","WetCanvas","https://www.wetcanvas.com/forums/topic/watercolor-challenge-july-2025/","Watercolor Challenge July 2025","public forum post"
"201","Good results Doug! OK I darkened some of the colours. Might be better in gouache. I'm sure you could do better.","critique_feedback","WetCanvas","https://www.wetcanvas.com/forums/topic/watercolor-challenge-june-2024-coffee-time/","Watercolor Challenge June 2024","public forum post"
"202","I think it warrants more than 2 hours to complete — the drawing and underwashes alone take 45 minutes in class.","critique_feedback","WetCanvas","https://www.wetcanvas.com/forums/topic/watercolor-challenge-june-2024-coffee-time/","Watercolor Challenge June 2024","public forum post"
"203","When choosing to buy watercolors, I consider first the smoothness of the paint when drawing, and then whether the color is dark enough — darker usually means more pigment.","meta_opinion","WetCanvas","https://www.wetcanvas.com/forums/topic/starting-a-handmade-watercolor-business-looking-for-feedback/","Starting a handmade watercolor business","public forum post"
"204","Sending out samples for honest reviews is a solid move. Getting insights on the strengths and areas to improve is gold for a new paint maker.","meta_opinion","WetCanvas","https://www.wetcanvas.com/forums/topic/starting-a-handmade-watercolor-business-looking-for-feedback/","Starting a handmade watercolor business","public forum post"
"205","I have been annoyed by insects attracted to the honey binder in M. Graham but that shouldn't stop you from considering them. They're a fantastic paint.","meta_opinion","WetCanvas","https://www.wetcanvas.com/forums/topic/qor-watercolor-vs-mgraham-in-plein-air-and-studio/","QOR watercolor vs MGraham","public forum post"
"206","Nice loose and lovely poppies! I like it — the differences in spacing makes it interesting, as if one of them is estranged from the family.","critique_feedback","WetCanvas","http://www.wetcanvas.com/forums/archive/index.php/t-928009.html","Please critique this - Poppies","public archive post"
"207","For your first watercolor I think you've done well. You've kept your colors fresh and clean and have a nice looseness of stroke. Keep painting.","critique_feedback","WetCanvas","http://www.wetcanvas.com/forums/archive/index.php/t-935943.html","my first watercolor","public archive post"
"208","I started out as a tonalist, but even my instructor at the art league has noticed I am becoming more of a colorist. I credit these tutorials for opening my eyes.","critique_feedback","WetCanvas","https://www.wetcanvas.com/forums/topic/contrast-thinking-about-and-using-it-effectively/","Contrast: Thinking About and Using It Effectively","public forum post"
"209","The pattern is confusing because it says to work in rows 9-12 the same as row 8 — that reading would make the stitch count work out correctly.","critique_feedback","KnittingHelp","https://forum.knittinghelp.com/t/crochet-pattern-help/170747","Crochet Pattern Help","public forum post"
"210","I don't see your FPDC stitches criss-crossing at all in this photo — that's why the cable looks flat rather than raised.","critique_feedback","KnittingHelp","https://forum.knittinghelp.com/t/stuck-on-a-cable-stitch/165210","Stuck on a cable stitch","public forum post"
"211","The latter was much less stiff and brought out the stitch pattern more clearly — the difference in hook size really changed the fabric hand.","critique_feedback","KnittingHelp","https://forum.knittinghelp.com/t/tunisian-crochet/161008","Tunisian crochet","public forum post"
"212","Wow, that's exactly how I would like my cables to look. Your technique in the photos shows the FPDC criss-crossing the way the pattern intends.","critique_feedback","KnittingHelp","https://forum.knittinghelp.com/t/stuck-on-a-cable-stitch/165210","Stuck on a cable stitch","public forum post"
